,dates,txs
567,2019-09-23,98
568,2019-09-24,505
569,2019-09-25,161
570,2019-09-26,146
571,2019-09-27,318
572,2019-09-28,123
573,2019-09-29,72
574,2019-09-30,149
575,2019-10-01,108
576,2019-10-02,86
577,2019-10-03,92
578,2019-10-04,87
579,2019-10-05,74
580,2019-10-06,482
581,2019-10-07,215
582,2019-10-08,88
583,2019-10-09,93
584,2019-10-10,93
585,2019-10-11,83
586,2019-10-12,51
587,2019-10-13,43
588,2019-10-14,73
589,2019-10-15,102
590,2019-10-16,96
591,2019-10-17,81
592,2019-10-18,72
593,2019-10-19,46
594,2019-10-20,53
595,2019-10-21,84
596,2019-10-22,84
597,2019-10-23,94
598,2019-10-24,74
599,2019-10-25,112
600,2019-10-26,122
601,2019-10-27,121
602,2019-10-28,118
603,2019-10-29,60
604,2019-10-30,122
605,2019-10-31,73
606,2019-11-01,64
607,2019-11-02,42
608,2019-11-03,60
609,2019-11-04,65
610,2019-11-05,136
611,2019-11-06,58
612,2019-11-07,62
613,2019-11-08,85
614,2019-11-09,68
615,2019-11-10,56
616,2019-11-11,69
617,2019-11-12,129
618,2019-11-13,96
619,2019-11-14,70
620,2019-11-15,80
621,2019-11-16,66
622,2019-11-17,46
623,2019-11-18,52
624,2019-11-19,67
625,2019-11-20,70
626,2019-11-21,147
627,2019-11-22,132
628,2019-11-23,103
629,2019-11-24,67
630,2019-11-25,281
631,2019-11-26,101
632,2019-11-27,93
633,2019-11-28,94
634,2019-11-29,90
635,2019-11-30,67
636,2019-12-01,60
637,2019-12-02,72
638,2019-12-03,76
639,2019-12-04,92
640,2019-12-05,72
641,2019-12-06,64
642,2019-12-07,52
643,2019-12-08,52
644,2019-12-09,52
645,2019-12-10,66
646,2019-12-11,65
647,2019-12-12,61
648,2019-12-13,78
649,2019-12-14,80
650,2019-12-15,51
651,2019-12-16,94
652,2019-12-17,116
653,2019-12-18,124
654,2019-12-19,99
655,2019-12-20,98
656,2019-12-21,72
657,2019-12-22,53
658,2019-12-23,84
659,2019-12-24,89
660,2019-12-25,38
661,2019-12-26,61
662,2019-12-27,53
663,2019-12-28,53
664,2019-12-29,50
665,2019-12-30,53
666,2019-12-31,63
667,2020-01-01,38
668,2020-01-02,48
669,2020-01-03,71
670,2020-01-04,75
671,2020-01-05,1057
672,2020-01-06,90
673,2020-01-07,90
674,2020-01-08,97
675,2020-01-09,107
676,2020-01-10,71
677,2020-01-11,69
678,2020-01-12,44
679,2020-01-13,61
680,2020-01-14,134
681,2020-01-15,86
682,2020-01-16,2099
683,2020-01-17,104
684,2020-01-18,75
685,2020-01-19,68
686,2020-01-20,87
687,2020-01-21,89
688,2020-01-22,79
689,2020-01-23,73
690,2020-01-24,81
691,2020-01-25,53
692,2020-01-26,52
693,2020-01-27,85
694,2020-01-28,81
695,2020-01-29,93
696,2020-01-30,96
697,2020-01-31,100
698,2020-02-01,90
699,2020-02-02,93
700,2020-02-03,108
701,2020-02-04,94
702,2020-02-05,105
703,2020-02-06,101
704,2020-02-07,128
705,2020-02-08,98
706,2020-02-09,125
707,2020-02-10,125
708,2020-02-11,171
709,2020-02-12,1743
710,2020-02-13,248
711,2020-02-14,140
712,2020-02-15,139
713,2020-02-16,161
714,2020-02-17,138
715,2020-02-18,154
716,2020-02-19,121
717,2020-02-20,144
718,2020-02-21,86
719,2020-02-22,53
720,2020-02-23,259
721,2020-02-24,71
722,2020-02-25,99
723,2020-02-26,137
724,2020-02-27,134
725,2020-02-28,109
726,2020-02-29,313
727,2020-03-01,778
728,2020-03-02,793
729,2020-03-03,320
730,2020-03-04,79
731,2020-03-05,105
732,2020-03-06,74
733,2020-03-07,66
734,2020-03-08,90
735,2020-03-09,211
736,2020-03-10,215
737,2020-03-11,77
738,2020-03-12,200
739,2020-03-13,411
740,2020-03-14,122
741,2020-03-15,1142
742,2020-03-16,189
743,2020-03-17,143
744,2020-03-18,221
745,2020-03-19,325
746,2020-03-20,1380
747,2020-03-21,1368
748,2020-03-22,106
749,2020-03-23,111
750,2020-03-24,138
751,2020-03-25,234
752,2020-03-26,142
753,2020-03-27,102
754,2020-03-28,190
755,2020-03-29,99
756,2020-03-30,135
757,2020-03-31,105
758,2020-04-01,89
759,2020-04-02,108
760,2020-04-03,148
761,2020-04-04,75
762,2020-04-05,50
763,2020-04-06,160
764,2020-04-07,118
765,2020-04-08,136
766,2020-04-09,242
767,2020-04-10,116
768,2020-04-11,59
769,2020-04-12,103
770,2020-04-13,109
771,2020-04-14,88
772,2020-04-15,141
773,2020-04-16,122
774,2020-04-17,79
775,2020-04-18,116
776,2020-04-19,92
777,2020-04-20,98
778,2020-04-21,166
779,2020-04-22,87
780,2020-04-23,96
781,2020-04-24,126
782,2020-04-25,110
783,2020-04-26,94
784,2020-04-27,141
785,2020-04-28,97
786,2020-04-29,131
787,2020-04-30,148
788,2020-05-01,127
789,2020-05-02,109
790,2020-05-03,99
791,2020-05-04,157
792,2020-05-05,93
793,2020-05-06,123
794,2020-05-07,128
795,2020-05-08,174
796,2020-05-09,114
797,2020-05-10,151
798,2020-05-11,142
799,2020-05-12,105
800,2020-05-13,90
801,2020-05-14,107
802,2020-05-15,83
803,2020-05-16,106
804,2020-05-17,100
805,2020-05-18,190
806,2020-05-19,70
807,2020-05-20,93
808,2020-05-21,93
809,2020-05-22,97
810,2020-05-23,83
811,2020-05-24,67
